LOCALIDADES,El Carmen,Nopala (Guadalupe Nopala),Loma de San Jos,Santiago Zacualuca,La Planada,Colonia Morelos,El Cid,Colonia Santo Toms,Prados San Francisco,Colonia Lzaro Crdenas del Ro,San Miguel,Benito Jurez,San Pedro Tepetitln,Colonia la Asuncin,Unidad San Miguel Jageyes,El Dorado Huehuetoca,San Juan Teacalco,Santo Domingo Aztacameca,Prados de San Juan,Oxtotipac,Fraccionamiento Santa Cruz Tecmac,Lomas de Tenopalco,Barrio Tlatenco,Ocopulco,Axapusco,Santa Mara Huecatitla,Colonia Lzaro Crdenas (Los Hornos),San Francisco Mazapa,Caada de Cisneros,Santa Mara Cuevas (Cuevas),Cuautlacingo,Puerto Mag,San Francisco Tenopalco,Nopaltepec,Ixtlahuaca de Cuauhtmoc,Colonia el Salado,Santa Mara,Colonia Santa Luca,Villa URBI del Rey,Santa Luca,Colonia 2 de Septiembre,San Miguel Jaltocan,Santiago Chimalpa (Chimalpa),General Felipe ngeles (Los ngeles),La Providencia,San Bartolom Actopan,Loma Larga,San Buenaventura,Hueypoxtla,Transfiguracin,Villas de la Laguna,Axotln,San Marcos Nepantla,Tepojaco,San Pedro Xalpa,San Miguel Jageyes,Santa Mara de Guadalupe,San Jos de la Loma,San Miguel Hila,Santiago Tolman,Loma Alta,Santa Isabel Ixtapan,San Pedro Huaquilpan,San Miguel Xometla,Atlatongo,Zapotln de Jurez,San Francisco Mag,Nueva Santa Rosa,Ex-Hacienda Santa Ins,San Bartolo,Santa Catarina,Huitzila,Arbolada los Sauces,San Jos el Vidrio,Tezontepec,San Mateo Ixtacalco,Santa Mara Magdalena Cahuacn,San Pablo Tecalco,San Sebastin Xolalpa,San Lorenzo Tlalmimilolpan,Acolman de Nezahualcyotl,San Luis Tecuahutitln,Concepcin Jolalpan,Santa Ana Tlachihualpa,Quinto Barrio (Ejido Cahuacn),Granjas Ampliacin Santa Rosa,San Sebastin,Salitrillo,Temascalapa,San Bartolo,Tlapanaloya,Tequisistln,San Cristbal Nexquipayac,Santa Cruz del Monte,Santa Mara Tonanitla,Tolcayuca,Fraccionamiento Paseos de Tultepec II,Ejido de Coyotepec,San Francisco Zacacalco,San Bartolo,Jilotzingo,Villa del Carbn,San Mateo Xoloc,Ex-Hacienda de Jalpa,Galaxia Cuautitln,Santa Mara Ajoloapan,Ejido de Tequisistln Primero,Santiago Cuautlalpan,Paseos de San Juan,Otumba de Gmez Faras,Fraccionamiento la Trinidad,Puerto Escondido (Tepeolulco Puerto Escondido),San Bartolo Cuautlalpan,Jaltenco,Progreso Industrial,Huehuetoca,San Martn de las Pirmides,Veintids de Febrero,Haciendas de Tizayuca,Santa Ana Nextlalpan,Fraccionamiento Social Progresivo Santo Toms Chiconautla,Alborada Jaltenco,Tecmac de Felipe Villanueva,Ampliacin San Mateo (Colonia Solidaridad),Tezoyuca,San Salvador Atenco,Huilango,Santiago Teyahualco,Don Antonio,Santa Mara Ajoloapan,San Juan Zitlaltepec,Chiconcuac de Jurez,Los Reyes Acozac,Tequixquiac,Teotihuacn de Arista,Tultitln de Mariano Escobedo,San Martn Azcatepec,Coyotepec,Colonia Santa Teresa,Tepotzotln,Melchor Ocampo,Tizayuca,Zumpango de Ocampo,Teoloyucan,Tultepec,Fuentes del Valle,Tepexpan,Cuautitln,San Pablo de las Salinas,Buenavista,Ojo de Agua,San Francisco Coacalco,Villa Nicols Romero,Azcapotzalco,Cuautitln Izcalli,Ciudad Lpez Mateos,Tlalnepantla,Naucalpan de Jurez,Gustavo A. Madero,Ecatepec de Morelos, 
Colonia Santa Teresa,47.721,42.901,58.346,66.003,21.498,58.965,49.463,23.132,34.665,23.57,31.39,91.607,64.907,39.429,16.33,19.811,77.613,87.666,55.597,78.5,65.175,36.393,29.533,64.534,83.921,31.055,38.672,73.842,43.556,30.264,79.194,47.211,34.472,90.941,79.517,57.037,13.604,45.082,12.848,65.375,35.894,38.104,62.609,74.683,30.303,85.936,56.589,22.109,33.259,69.133,27.791,30.247,68.298,76.071,16.581,14.278,22.959,18.706,54.079,79.902,48.321,59.913,80.812,66.155,67.219,77.664,44.926,58.44,38.377,66.056,63.263,45.048,32.44,52.456,89.561,31.066,57.196,59.982,73.391,71.691,63.455,71.993,69.843,70.303,58.608,57.346,38.713,14.239,80.587,31.416,29.096,58.663,63.791,20.683,41.603,76.613,44.77,20,45.12,14.847,40.045,48.972,30.881,16.428,31.942,33.397,57.059,35.538,39.363,83.412,28.437,64.696,37.226,32.612,57.686,14.476,74.376,56.891,46.278,33.929,55.037,41.478,60.929,42.47,64.047,64.492,36.616,44.699,78.027,45.488,20.837,65.335,48.191,27.117,71.269,38.814,62.423,20.172,0,18.681,25.239,44.657,27.525,24.546,28.737,34.291,47.71,26.978,33.188,33.327,48.591,38.85,43.325,46.73,26.047,41.713,40.667,47.984,46.589,43.879, 
Tepotzotln,71.945,42.647,16.488,55.949,13.613,19.031,75.401,11.681,19.351,20.143,27.164,98.76,54.853,24.115,20.243,28.933,67.559,77.612,45.543,68.446,55.121,15.971,6.536,54.48,73.867,8.058,15.843,63.788,17.034,27.561,69.14,20.689,14.248,80.887,77.458,46.983,22.182,29.768,17.279,55.321,15.419,22.79,52.555,74.31,11.271,75.882,33.76,26.037,33.005,46.304,25.088,4.726,58.244,66.017,23.394,18.587,19.532,15.645,31.25,69.848,37.175,49.859,87.964,56.101,57.165,84.816,18.404,48.386,23.063,56.002,53.209,42.345,29.737,25.934,96.714,8.226,30.674,49.928,63.337,61.637,53.401,61.939,59.789,60.249,32.086,47.292,23.399,18.923,70.533,8.419,47.777,48.609,53.737,6.497,45.112,83.766,20.183,9.695,77.418,22.162,33.243,52.9,4.359,18.273,9.102,41.458,47.005,9.016,29.692,73.358,25.734,54.642,34.523,17.298,34.857,16.751,64.322,34.062,43.575,18.615,44.983,26.179,50.875,19.641,53.993,54.438,7.402,20.337,74.305,57.064,17.41,55.281,32.877,32.627,61.215,15.985,52.369,10.534,18.681,0,12.883,37.913,20.781,8.747,23.141,19.233,46.557,11.916,25.062,18.269,47.438,23.792,28.267,31.672,10.985,26.655,25.609,32.926,31.531,42.726, 
Melchor Ocampo,38.032,35.661,39.645,44.813,14.673,40.264,39.774,13.532,12.365,17.149,20.178,65.474,43.717,10.084,26.801,35.491,56.423,66.476,34.407,57.31,43.985,3.8,13.141,43.344,62.731,5.667,12.889,52.652,29.672,20.575,58.004,33.327,3.55,69.751,47.702,35.847,28.74,22.782,23.837,44.185,2.966,12.258,41.419,41.024,8.003,64.746,37.888,32.596,26.019,50.432,18.102,18.253,47.108,54.881,24.456,25.145,15.855,20.033,35.378,58.712,58.808,38.723,54.678,44.965,46.029,51.53,31.042,37.25,9.033,44.866,42.073,35.359,22.751,45.117,63.428,4.608,46.251,38.792,52.201,50.501,42.265,50.803,48.653,49.113,47.663,36.156,16.413,25.481,59.397,5.575,29.559,37.473,42.601,31.154,11.523,50.48,6.217,19.113,43.505,24.876,26.257,59.459,16.547,22.555,5.126,34.472,35.869,21.361,22.706,62.222,18.748,43.506,27.537,10.312,38.985,27.657,53.186,38.19,36.589,11.629,33.847,12.224,39.739,16.687,42.857,43.302,17.599,8.225,39.046,35.799,17.902,44.145,25.891,24.601,50.079,13.031,41.233,16.13,25.239,12.883,0,30.82,13.688,10.461,3.22,16.489,34.35,6.17,7.581,17.075,35.231,11.007,34.214,32.879,14.73,32.602,26.816,34.133,43.544,30.519, 
Tizayuca,8.084,12.686,83.899,19.208,26.956,84.518,9.825,25.639,26.922,18.979,22.008,35.525,48.053,24.909,46.219,35.378,15.182,25.821,38.913,41.778,18.38,27.539,32.807,47.851,52.896,32.517,57.143,33.941,54.252,17.926,58.083,57.907,31.838,47.361,15.584,39.538,28.626,10.272,43.255,11.763,27.801,20.689,45.925,11.075,27.669,14.008,82.142,52.014,19.747,94.686,14.915,40.943,24.347,4.143,26.286,44.563,17.686,21.863,79.632,55.369,78.226,43.229,24.729,49.301,24.833,21.581,55.622,41.757,22.454,26.463,46.409,5.381,8.798,89.371,33.479,33.817,90.505,21.433,36.669,28.36,46.601,20.63,53.159,15.298,91.917,40.663,13.351,28.777,8.659,30.881,23.286,41.979,47.108,32.857,27.519,20.531,53.832,31.323,13.557,26.706,12.344,78.877,41.577,24.385,34.159,18.79,40.376,46.234,9.894,55.622,14.204,49.242,4.552,19.405,83.239,27.717,31.499,82.444,6.64,17.663,22.487,39.886,15.274,48.103,47.364,47.808,71.115,53.761,9.097,10.86,19.732,48.651,9.335,26.431,26.56,57.285,18.041,29.124,44.657,37.913,30.82,0,13.651,29.975,46.538,42.496,38.78,53.043,42.212,50.429,22.081,38.473,75.134,58.229,63.359,64.952,53.527,65.81,49.038,36.013, 
Zumpango de Ocampo,21.015,24.398,55.474,27.13,13.516,56.093,22.757,12.242,12.006,7.133,10.162,48.457,45.544,15.731,29.087,23.532,28.726,39.365,36.234,59.137,26.302,14.573,15.675,45.171,65.828,15.385,28.718,41.07,37.12,10.559,59.831,40.775,14.706,60.293,30.685,37.674,16.78,8.631,26.123,19.685,16.128,11.511,43.246,24.007,10.536,27.552,53.717,34.882,16.003,66.261,5.817,23.811,32.27,17.687,14.44,27.431,5.839,10.017,51.207,43.756,61.094,40.55,37.661,46.792,32.755,34.513,38.49,39.077,13.276,34.385,43.9,18.342,5.734,60.946,46.411,16.685,62.08,29.356,54.028,36.282,44.092,27.759,50.48,26.07,63.492,37.983,4.767,16.931,22.203,13.749,19.543,39.3,44.428,19.417,15.01,33.463,25.407,17.883,26.488,14.86,16.733,61.745,24.445,12.539,17.027,24.456,37.696,29.102,8.555,68.554,5.106,45.333,10.52,6.077,54.814,15.871,38.628,54.019,19.572,7.366,30.409,19.13,23.197,32.516,44.684,45.129,26.487,25.336,22.029,18.782,7.886,45.972,11.74,14.585,34.482,28.86,25.964,15.684,27.525,20.781,13.688,13.651,0,15.824,18.862,33.978,39.361,21.65,18.945,37.967,20.549,37.182,51.704,57.746,39.928,50.092,50.096,57.413,48.555,35.53, 
Teoloyucan,37.339,34.968,40.014,44.12,4.047,40.633,39.081,3.453,11.672,12.376,19.485,64.781,43.024,16.436,26.108,18.746,55.73,65.783,33.714,56.617,43.292,13.4,3.641,42.651,62.038,4.101,26.198,51.959,25.086,19.882,57.311,28.741,11.479,69.058,47.009,35.154,11.995,22.089,23.144,43.492,12.901,15.111,40.726,40.331,3.593,64.053,38.257,31.903,25.326,50.801,17.409,11.777,46.415,54.188,10.256,24.452,11.765,7.878,35.747,58.019,58.115,38.03,53.985,44.272,45.336,50.837,26.456,36.557,15.384,44.173,41.38,34.666,22.058,33.986,62.735,8.124,38.726,38.099,51.508,49.808,41.572,50.11,47.96,48.42,40.138,35.463,15.72,11.951,58.704,4.237,28.866,36.78,41.908,9.887,18.61,49.787,22.887,8.353,42.812,10.676,25.564,58.766,12.411,8.644,9,33.779,35.176,17.068,22.013,61.529,18.055,42.813,26.844,9.619,39.354,9.955,52.493,38.559,35.896,10.936,33.154,18.485,39.046,29.996,42.164,42.609,14.453,22.816,38.353,35.106,9.643,43.452,25.198,23.908,49.386,26.34,40.54,6.63,24.546,8.747,10.461,29.975,15.824,0,14.015,28.33,33.713,15.65,18.466,23.165,34.594,31.534,33.163,36.568,15.885,31.551,30.505,37.822,42.907,29.882, 
Tultepec,50.844,39.159,35.817,34.848,18.171,36.436,54.3,17.03,8.357,20.647,23.676,77.659,33.752,7.738,30.299,38.989,46.458,56.511,24.442,47.345,34.02,2.904,16.639,33.379,52.766,9.164,9.061,42.687,29.228,24.073,48.039,32.883,3.314,59.786,56.357,25.882,32.238,15.884,27.335,34.22,2.07,9.912,31.454,53.209,11.501,54.781,34.06,36.094,29.517,46.604,21.6,25.016,37.143,44.916,27.954,28.643,19.353,23.531,31.55,48.747,57.564,28.758,66.863,35,36.064,63.715,30.598,27.285,6.687,34.901,32.108,43.102,26.249,41.289,75.613,5.626,42.423,28.827,42.236,40.536,32.3,40.838,38.688,39.148,43.835,26.191,16.778,28.979,49.432,9.073,33.057,27.508,32.636,30.747,9.177,62.665,4.567,29.213,56.317,28.374,29.755,62.957,25.65,26.053,5.817,37.97,25.904,20.917,21.576,52.257,22.246,33.54,24.731,12.89,35.157,31.155,43.221,34.362,52.75,12.161,23.882,9.104,29.774,11.093,32.892,33.337,17.155,3.473,53.204,35.963,21.4,34.18,24.761,28.099,40.114,6.549,31.268,30.053,28.737,23.141,3.22,46.538,18.862,14.015,0,9.705,24.654,5.709,4.773,15.272,25.536,8.644,30.506,43.039,14.269,28.894,28.899,36.216,33.848,20.823, 
Fuentes del Valle,46.802,56.917,31.909,30.806,29.224,32.528,50.258,31.345,15.999,34.61,37.639,73.617,29.71,15.381,35.853,44.543,42.416,52.469,20.4,43.303,29.978,12.252,21.999,29.337,48.724,15.578,4.508,38.645,34.417,38.036,43.997,38.072,12.919,55.744,52.315,21.024,37.792,37.408,32.889,30.178,11.675,17.554,27.412,49.167,25.816,50.739,30.152,41.648,43.48,42.696,35.563,21.108,33.101,40.874,39.004,34.197,33.316,37.494,27.642,44.705,53.656,24.716,62.821,30.958,32.022,59.673,35.787,23.243,14.329,30.859,28.066,39.06,40.212,37.381,71.571,13.036,38.515,24.785,38.194,36.494,28.258,36.796,34.646,35.106,39.927,22.149,34.226,34.533,45.39,29.028,47.02,23.466,28.594,26.839,20.576,58.623,9.953,25.305,52.275,37.772,43.718,57.529,21.742,40.016,12.042,51.933,21.862,22.887,38.791,48.215,36.209,24.86,45.388,28.125,31.249,32.362,39.179,30.454,48.708,29.442,19.84,11.239,25.732,4.246,28.85,29.294,19.125,6.563,49.162,31.921,35.363,30.138,33.9,42.062,36.072,3.933,27.226,26.145,34.291,19.233,16.489,42.496,33.978,28.33,9.705,0,20.198,8.923,8.334,8.04,20.107,4.595,25.966,23.141,14.191,15.96,17.953,25.27,23.875,15.815, 
Tepexpan,43.086,53.201,59.233,18.828,37.869,59.852,46.542,36.728,23.691,39.993,43.022,50.607,12.979,23.073,49.272,57.962,38.7,35.739,7.899,26.573,26.262,23.98,36.337,12.51,31.994,36.047,32.477,21.915,61.741,43.419,27.267,65.396,25.462,39.014,48.599,3.305,51.211,33.692,46.308,26.462,24.242,25.246,10.585,45.451,31.199,47.023,57.476,55.067,48.863,70.02,40.946,48.432,13.48,37.158,47.3,47.616,38.699,42.877,54.966,27.975,81.279,7.889,59.105,14.227,15.291,55.957,63.111,4.204,22.021,14.128,8.826,35.344,43.499,64.705,50.033,37.347,65.839,10.403,21.464,19.764,11.527,33.08,17.819,31.39,67.251,3.11,32.112,47.952,41.674,34.411,52.403,5.086,11.768,53.625,19.796,54.907,29.166,52.629,48.559,47.72,51.2,81.93,49.066,45.399,35.418,59.244,2.823,50.211,35.075,31.485,41.592,26.023,41.672,33.508,58.573,50.128,22.449,57.778,44.992,27.495,10.337,16.193,22.016,24.409,12.023,12.468,46.449,29.095,45.446,28.205,40.746,13.311,30.184,47.445,19.342,32.619,23.51,39.326,47.71,46.557,34.35,38.78,39.361,33.713,24.654,20.198,0,30.297,19.466,27.683,10.012,15.727,52.388,35.962,40.613,50.776,31.26,43.543,26.771,13.747, 
Cuautitln,57.349,40.794,31.05,41.353,21.91,31.669,60.805,18.665,17.498,22.282,25.311,84.164,40.257,13.056,28.54,37.23,52.963,63.016,30.947,53.85,40.525,8.003,14.686,39.884,59.271,8.067,6.822,49.192,23.786,25.708,54.544,27.441,9.634,66.291,62.862,32.387,30.479,27.915,25.576,40.725,7.679,15.23,37.959,59.714,13.136,61.286,29.293,34.335,31.152,41.837,23.235,12.367,43.648,51.421,31.691,26.884,20.988,25.166,26.783,55.252,52.797,35.263,73.368,41.505,42.569,70.22,25.156,33.79,12.005,41.406,38.613,49.607,27.884,32.686,82.118,5.525,37.656,35.332,48.741,47.041,38.805,47.343,45.193,45.653,39.068,32.696,21.546,27.22,55.937,10.708,34.692,34.013,39.141,19.526,30.516,69.17,4.479,17.992,62.822,30.459,31.39,61.198,14.425,26.57,4.531,39.605,32.409,15.475,27.839,58.762,23.881,40.046,32.67,15.445,30.39,25.048,49.726,29.595,59.255,16.762,30.387,14.153,36.279,9.484,39.397,39.842,11.713,5.162,59.709,42.468,23.035,40.685,44.447,29.734,46.619,4.934,37.773,18.831,26.978,11.916,6.17,53.043,21.65,15.65,5.709,8.923,30.297,0,10.036,11.241,32.54,11.119,25.492,27.045,8.896,23.88,20.982,28.299,26.904,27.828, 
San Pablo de las Salinas,46.518,56.633,37.738,30.522,22.622,38.357,49.974,21.481,8.44,25.098,28.127,73.333,29.426,7.822,34.75,43.44,42.132,52.185,20.116,43.019,29.694,5.946,21.09,29.053,48.44,13.257,10.253,38.361,40.246,28.524,43.713,43.901,8.088,55.46,52.031,20.74,36.689,15.967,31.786,29.894,6.208,9.995,27.128,48.883,15.952,50.455,35.981,40.545,33.968,48.525,26.051,26.937,32.817,40.59,32.405,33.094,23.804,27.982,33.471,44.421,59.485,24.432,62.537,30.674,31.738,59.389,41.616,22.959,6.77,30.575,27.782,38.776,20.481,43.21,71.287,9.719,44.344,24.501,37.91,36.21,27.974,36.512,34.362,34.822,45.756,21.865,16.861,33.43,45.106,13.166,37.508,23.182,28.31,32.668,9.261,58.339,7.99,31.134,51.991,32.825,34.206,67.408,27.571,30.504,9.91,42.421,21.578,28.716,21.659,47.931,26.697,24.576,24.814,12.973,37.078,35.606,38.895,36.283,48.424,12.244,19.556,3.576,25.448,12.544,28.566,29.01,24.954,5.445,48.878,31.637,25.851,29.854,33.616,32.55,35.788,8.477,26.942,31.974,33.188,25.062,7.581,42.212,18.945,18.466,4.773,8.334,19.466,10.036,0,16.043,19.864,3.998,32.483,42.911,20.708,30.871,25.955,33.272,33.72,15.572, 
Buenavista,54.735,64.85,28.279,38.739,28.26,28.898,58.191,26.18,34.167,38.599,41.628,81.55,37.643,21.396,34.889,43.579,50.349,60.402,28.333,51.236,37.911,17.26,21.035,37.27,56.657,22.557,6.958,46.578,33.453,42.025,51.93,37.108,18.486,63.677,60.248,28.957,36.828,45.341,31.925,38.111,17.242,23.569,35.345,57.1,29.805,58.672,26.522,40.684,47.469,39.066,39.552,20.144,41.034,48.807,38.04,33.233,37.305,33.11,24.012,52.638,50.026,32.649,70.754,38.891,39.955,67.606,34.823,31.176,20.344,38.792,35.999,46.993,44.201,33.751,79.504,14.769,34.885,32.718,46.127,44.427,36.191,44.729,42.579,43.039,36.297,30.082,38.215,33.569,53.323,22.918,51.009,31.399,36.527,25.875,28.509,66.556,13.942,24.341,60.208,36.808,47.707,53.899,20.778,32.92,13.775,55.922,29.795,25.435,44.508,56.148,40.198,16.667,48.987,32.114,27.619,31.398,47.112,26.824,56.641,33.431,27.773,19.172,33.665,4.812,36.783,37.227,18.163,12.13,57.095,39.854,39.352,38.071,41.833,46.051,44.005,8.841,35.159,25.181,33.327,18.269,17.075,50.429,37.967,23.165,15.272,8.04,27.683,11.241,16.043,0,27.749,12.237,22.081,21.086,13.601,12.941,15.023,22.34,20.945,23.458, 
Ojo de Agua,31.011,41.126,60.114,13.389,38.75,60.733,34.468,37.609,24.573,40.874,43.903,57.827,24.268,7.519,50.153,58.843,26.625,47.027,6.311,37.861,12.561,24.862,37.218,19.599,43.282,36.928,33.358,33.203,62.622,44.3,38.555,66.277,26.344,50.302,36.525,11.387,52.092,19.991,47.189,12.762,25.124,9.999,17.673,33.377,32.08,34.949,58.357,55.948,49.744,70.901,31.471,49.313,11.337,25.084,48.181,48.497,39.58,43.758,55.847,39.263,82.16,14.977,47.031,25.516,16.715,43.883,63.992,13.505,22.903,25.417,22.624,20.333,24.928,65.586,55.781,38.228,66.72,8.423,32.752,31.052,22.816,21.005,24.907,19.315,68.132,12.411,18.465,48.833,29.6,35.292,53.284,13.727,18.856,54.506,5.998,42.833,30.047,53.51,36.484,48.601,32.629,82.811,49.947,46.28,36.299,47.169,12.124,51.092,21.374,42.773,30.76,25.457,23.101,16.633,59.454,51.009,33.737,58.659,32.917,13.848,1.997,16.101,8.315,24.318,19.112,19.556,47.33,29.976,33.372,14.504,41.627,20.399,16.483,48.326,30.63,33.5,8.129,40.207,48.591,47.438,35.231,22.081,20.549,34.594,25.536,20.107,10.012,32.54,19.864,27.749,0,14.587,51.248,34.343,39.473,41.066,29.641,41.924,25.152,12.127, 
San Francisco Coacalco,42.779,52.894,36.468,26.783,33.783,37.087,46.235,34.549,12.173,37.814,40.843,69.594,25.687,11.555,40.412,49.102,38.393,48.446,16.377,39.28,25.955,9.805,26.558,25.314,44.701,20.138,9.067,34.622,38.976,41.24,39.974,42.631,11.858,51.721,48.292,17.001,42.351,33.385,37.448,26.155,10.614,13.728,23.389,45.144,29.02,46.716,34.711,46.207,46.684,47.255,38.767,25.667,29.078,36.851,45.121,38.756,36.52,40.698,32.201,40.682,58.215,20.693,58.798,26.935,27.999,55.65,40.346,19.22,10.503,26.836,24.043,35.037,43.192,41.94,67.548,13.722,43.074,20.762,34.171,32.471,24.235,32.773,30.623,31.083,44.486,18.126,20.594,39.092,41.367,17.819,50.224,19.443,24.571,31.398,16.553,54.6,9.073,29.864,48.252,42.331,50.893,62.088,26.301,43.22,16.602,58.937,17.839,27.446,34.768,44.192,39.413,20.837,41.365,31.329,35.808,36.921,35.156,35.013,44.685,15.977,15.817,6.355,21.709,8.805,24.827,25.271,23.684,5.502,45.139,27.898,38.567,26.115,29.877,45.266,32.049,8.492,23.203,30.704,38.85,23.792,11.007,38.473,37.182,31.534,8.644,4.595,15.727,11.119,3.998,12.237,14.587,0,30.345,35.846,18.57,20.338,22.331,29.648,26.655,11.836, 
Villa Nicols Romero,79.44,70.848,4.98,63.444,38.258,4.749,82.896,36.178,47.904,52.336,55.365,106.255,62.348,37.142,44.887,53.577,75.054,85.107,53.038,75.941,62.616,32.494,31.033,61.975,81.362,32.555,23.338,71.283,23.817,55.762,76.635,17.179,33.72,88.382,84.953,54.478,46.826,58.321,41.923,62.816,32.476,39.315,60.05,81.805,43.542,83.377,4.848,50.682,61.206,17.392,53.289,13.376,65.739,73.512,48.038,43.231,51.042,43.108,4.263,77.343,28.352,57.354,95.459,63.596,64.66,92.311,20.093,55.881,36.09,63.497,60.704,71.698,57.938,12.077,104.209,29.215,13.211,57.423,70.832,69.132,60.896,69.434,67.284,67.744,14.623,54.787,51.952,43.567,78.028,32.916,64.746,56.104,61.232,35.873,52.607,91.261,27.678,34.339,84.913,46.806,61.444,32.225,14.308,42.918,27.381,69.659,54.5,11.002,58.245,80.853,53.935,37.447,62.724,45.851,5.945,41.396,71.817,5.15,81.346,47.168,52.478,33.674,58.37,27.136,61.488,61.933,10.841,27.832,81.8,64.559,53.089,62.776,66.538,59.788,68.71,23.48,59.864,35.179,43.325,28.267,34.214,75.134,51.704,33.163,30.506,25.966,52.388,25.492,32.483,22.081,51.248,30.345,0,28.954,14.127,10.243,26.441,24.954,23.331,48.857, 
Azcapotzalco,62.535,72.65,35.499,46.539,41.662,36.118,65.991,39.583,42.076,58.378,61.407,89.35,43.979,41.458,48.292,56.982,58.149,66.738,36.612,57.572,45.711,42.365,34.438,45.976,62.993,35.96,22.058,52.914,46.856,61.804,58.266,46.073,43.847,70.013,68.048,37.236,50.231,53.141,45.328,45.911,42.627,43.631,44.051,64.9,49.584,66.472,33.742,54.086,67.248,46.286,59.331,33.547,47.37,56.607,51.443,46.636,57.084,61.262,31.232,58.974,57.246,41.355,78.554,45.227,46.291,75.406,48.226,42.53,40.406,45.128,42.335,54.793,62.948,40.971,87.304,32.619,42.105,46.351,52.463,50.763,42.527,52.529,51.285,50.839,43.517,38.361,50.497,46.972,61.123,36.321,70.788,40.105,45.234,39.278,39.245,74.356,32.134,37.744,68.008,50.211,70.649,61.119,34.181,46.322,30.788,78.693,38.074,38.838,54.524,62.484,59.977,21.656,61.121,51.893,34.839,44.8,53.448,34.044,64.441,45.88,35.573,34.578,41.465,23.07,45.489,45.934,31.566,32.288,64.895,47.654,59.131,46.777,49.633,65.83,50.341,23.941,42.959,38.583,46.73,31.672,32.879,58.229,57.746,36.568,43.039,23.141,35.962,27.045,42.911,21.086,34.343,35.846,28.954,0,26.848,12.766,11.265,10.429,8.153,20.978, 
Cuautitln Izcalli,67.665,59.072,14.329,51.669,20.979,14.948,71.121,18.9,36.128,40.56,43.589,94.48,50.573,25.367,27.609,36.299,63.279,73.332,41.263,64.166,50.841,16.563,13.755,50.2,69.587,15.277,11.563,59.508,18.244,43.986,64.86,21.899,18.194,76.607,73.178,42.703,29.548,46.545,24.645,51.041,16.239,27.54,48.275,70.03,18.49,71.602,16.238,33.404,49.43,29.814,41.513,6.825,53.964,61.737,30.76,25.953,39.266,25.829,26.97,65.568,38.971,45.579,83.684,51.821,52.885,80.536,19.614,44.106,24.315,51.722,48.929,59.923,46.162,27.144,92.434,11,23.83,45.648,59.057,57.357,49.121,57.659,55.509,55.969,25.242,43.012,40.176,26.289,66.253,15.638,52.97,44.329,49.457,18.595,40.832,79.486,15.903,17.061,73.138,29.528,49.668,42.844,8.716,25.639,10.006,57.883,42.725,9.933,46.469,69.078,42.159,50.362,50.948,34.075,17.532,24.117,60.042,17.985,69.571,35.392,40.703,21.899,46.595,15.361,49.713,50.158,6.171,16.057,70.025,52.784,27.594,51.001,54.763,48.012,56.935,11.705,48.089,17.9,26.047,10.985,14.73,63.359,39.928,15.885,14.269,14.191,40.613,8.896,20.708,13.601,39.473,18.57,14.127,26.848,0,14.521,21.952,29.269,27.874,39.067, 
Ciudad Lpez Mateos,69.258,69.236,16.788,53.262,36.646,17.407,72.714,34.566,46.292,50.724,53.753,96.073,50.702,35.53,43.275,51.965,64.872,73.461,51.426,64.295,52.434,30.882,29.421,52.699,69.716,30.943,21.726,59.637,34,54.15,64.989,27.362,32.108,76.736,74.771,52.866,45.214,56.709,40.311,52.634,30.864,37.703,50.774,71.623,41.93,73.195,15.031,49.07,59.594,27.575,51.677,28.53,54.093,63.33,46.426,41.619,49.43,41.496,12.521,65.697,38.535,48.078,85.277,51.95,53.014,82.129,30.276,49.253,34.478,51.851,49.058,61.516,56.326,22.26,94.027,27.603,23.394,53.074,59.186,57.486,49.25,59.252,58.008,57.562,24.806,53.175,50.34,41.955,67.846,31.304,63.134,46.828,51.957,34.261,50.995,81.079,26.066,32.727,74.731,45.194,59.832,42.408,29.164,41.306,25.769,68.047,52.888,21.892,56.633,69.207,52.323,28.379,61.112,44.239,16.128,39.784,60.171,15.333,71.164,45.556,42.296,27.092,48.188,17.13,52.212,52.657,26.547,26.22,71.618,54.377,51.477,53.5,56.356,58.176,57.064,21.868,49.682,33.567,41.713,26.655,32.602,64.952,50.092,31.551,28.894,15.96,50.776,23.88,30.871,12.941,41.066,20.338,10.243,12.766,14.521,0,12.771,14.646,14.502,31.348, 
