LOCALIDADES,Huitzililla,San Juan Tejupa,Tlayecac,San Lucas Colucan,Matzaco,Metepec,Xochitln,Tecomatln,Oacalco,Santa Teresa,Fraccionamiento Lomas de Cocoyoc,Tlapanal,Tilapa,San Antonio Alpanocan,Atenango del Ro,San Nicols Tolentino,Chinameca,Mayanaln,San Gabriel las Palmas,Huaquechula,Cacaloxchitl,Tzicatln,Tetecalita,Ayutla (San Felipe Ayutla),Taxco el Viejo,Atotonilco,Tetelilla,Unidad Habitacional Rinconada Acolapa,Ixtlilco el Grande,Tochimilco,Atlacahualoya,Huatecalco,Cuentepec,Villa Santiago,Zacualpan de Amilpas,San Andrs Tlalamac,Amilcingo,Tequesquitengo,Jaloxtoc,San Juan Raboso,Moyotepec,Unidad Habitacional Jos Mara Morelos y Pavn,Huazulco,Jumiltepec,Pea Flores (Palo Verde),Ticumn,San Juan Amecac,Acuitlapn,Tlancualpican,La Galarza,Escape de Lagunillas,Atlacholoaya,San Jos Vista Hermosa,Crucero Tezoyuca,Santa Catarina,Telixtac,Tezoyuca,Higuern,Mazatepec,Jantetelco,Calmeca (San Juan Calmeca),Huehuetln el Chico,Tepeojuma,Tilzapotla,Ocuituco,Xochihuehuetln,Tetecala,Tlacotepec,Tulcingo de Valle,Amayuca,Acamixtla,Amacuzac,Calera Chica,Los Arcos,Tehuitzingo,Pedro Amaro,Tlatenchi,Chietla,Temoac,Totolapan,Tlamacazapa,Tepecoacuilco de Trujano,Tehuixtla,Hueyapan (San Andrs Hueyapan),Ciudad Ayala,Copalillo,Oaxtepec,Jolalpan,Ecatzingo de Hidalgo,Chiconcuac,Buenavista de Cullar,Miacatln,Independencia,Atlatlahucan,Tlayacapan,Tenextepango,Jonacatepec,Alpuyeca,Fraccionamiento Lomas de Ahuatln,Coatetelco,Cocoyoc,Tetela del Volcn,Ciudad de Chiautla de Tapia,Tlaltizapn,Unidad Habitacional Jos Mara Morelos y Pavn,San Nicols Galeana,Anenecuilco,Atencingo,Tepalcingo,San Pedro Apatlaco,Juan Morales,La Joya,Tepoztln,Progreso,Santa Rosa Treinta,Yecapixtla,Ciudad de Huitzuco,Axochiapan,Tres de Mayo,Tlaquiltenango,Jojutla,Xochitepec,Xoxocotla,Puente de Ixtla,Zacatepec de Hidalgo,Yautepec de Zaragoza,Izcar de Matamoros,Emiliano Zapata,Taxco de Alarcn,Temixco,Iguala de la Independencia,Cuautla,Jiutepec,Cuernavaca, 
Progreso,54.434,96.961,46.784,110.298,104.093,58.789,49.411,176.384,22.957,119.939,33.635,98.689,93.367,68.88,116.851,105.782,55.85,131.979,51.699,100.897,123.422,93.708,18.305,106.822,105.578,65.999,68.924,4.115,81.01,87.84,81.39,30.924,43.102,20.004,64.065,59.533,61.519,53.812,50.957,103.081,35.361,48.253,60.264,56.196,27.743,30.79,81.681,75.765,98.542,106.44,95.206,20.23,41.528,14.033,24.326,79.412,13.651,54.178,47.971,58.418,80.267,104.916,114.374,63.893,61.899,216.858,52.457,67.978,198.89,56.435,85.685,52.85,6.196,20.976,143.618,52.071,59.156,103.802,62.225,43.615,92.835,115.087,55.075,67.98,42.429,131.151,28.297,115.2,78.463,15.817,78.814,50.211,4.749,44.944,35.358,46.541,60.297,35.189,23.354,43.969,26.831,62.07,118.717,39.51,29.689,44.527,38.621,106.123,71.77,39.227,40.072,5.382,38.008,0,40.015,44.979,113.359,86.961,18.782,48.299,62.048,24.281,39.114,47.481,45.289,15.929,98.811,9.023,92.953,19.444,109.253,33.343,7.257,17.635, 
Santa Rosa Treinta,45.333,105.597,53.034,118.933,112.728,77.537,68.159,185.019,41.706,99.038,52.384,107.324,102.002,87.628,86.207,114.417,27.724,111.078,26.588,109.532,132.057,69.92,10.395,115.457,84.677,53.098,58.594,42.327,58.007,107.983,63.733,6.339,35.63,43.449,72.701,78.281,70.155,15.943,48.534,111.716,28.104,12.507,68.9,74.944,46.491,17.555,90.317,54.864,75.13,115.075,75.842,9.204,12.79,15.398,47.771,57.717,14.996,14.463,26.693,67.054,88.902,81.503,123.009,32.967,80.647,225.493,31.179,76.614,207.525,65.07,64.784,31.949,21.473,39.725,152.253,12.356,11.812,87.92,70.861,61.99,71.934,94.186,24.149,86.728,32.974,100.507,47.046,89.664,97.211,12.125,57.913,28.932,42.962,63.692,53.733,34.05,57.72,13.91,36.697,22.691,45.579,80.818,95.304,7.945,22.217,8.781,32.105,82.304,47.417,38.564,44.909,43.594,61.454,40.015,0,63.729,82.438,63.685,24.002,8.568,9.46,16.474,7.633,20.905,5.558,34.688,102.443,21.932,68.036,23.582,88.951,52.093,26.788,30.995, 
Yecapixtla,25.457,50.009,17.807,81.321,75.116,14.613,4.693,147.407,26.84,177.243,28.195,69.712,64.39,24.703,174.155,76.805,44.084,189.283,109.002,71.92,94.445,64.731,88.174,77.845,162.882,37.022,39.947,42.384,52.033,43.663,52.413,58.611,100.406,48.367,24.314,16.098,32.543,111.115,21.98,74.104,28.516,74.701,31.287,11.478,17.943,47.196,31.807,133.069,69.565,77.463,66.229,88.876,98.831,84.408,42.802,50.435,83.119,71.887,105.274,29.442,51.29,75.939,85.397,121.196,14.267,187.881,109.76,28.685,169.913,27.458,142.989,110.154,49.437,25.601,114.641,69.78,70.021,74.825,22.314,17.425,150.139,172.391,112.378,23.803,24.059,188.455,22.597,86.223,22.222,84.463,136.118,107.514,41.897,11.596,23.888,26.799,31.32,92.492,60.441,101.272,14.755,17.893,89.74,55.916,86.993,72.054,22.192,77.146,42.793,19.365,12.596,41.122,40.778,44.979,63.729,0,169.916,60.314,75.338,64.138,67.52,80.838,95.671,104.037,65.954,29.259,72.163,52.161,149.509,76.001,165.809,14.452,50.395,59.58, 
Ciudad de Huitzuco,123.436,221.897,171.72,235.234,229.029,183.764,174.386,301.32,147.136,34.132,158.377,223.625,218.303,193.855,37.796,230.718,105.827,26.129,87.088,225.833,248.358,126.934,97.348,231.758,51.046,131.201,136.697,115.671,136.11,212.815,141.836,83.893,102.143,116.794,189.001,184.508,186.455,66.06,126.637,228.017,106.207,71.723,185.2,181.171,139.299,95.658,206.617,105.194,153.233,231.376,153.945,92.411,72.335,93.591,121.116,135.82,94.205,65.405,95.148,183.354,205.203,114.929,239.31,63.506,186.835,156.869,99.634,192.914,164.818,181.371,88.814,82.279,102.445,132.532,268.554,75.96,71.404,228.738,187.161,166.508,70.257,19.257,66.635,192.955,111.077,52.095,153.039,102.884,203.438,90.052,56.236,97.388,116.306,169.919,158.251,112.153,135.823,82.366,110.042,91.146,153.484,187.045,118.984,85.844,97.044,72.476,110.208,160.407,125.52,116.667,165.008,116.938,134.798,113.359,82.438,169.916,0,143.497,99.667,77.909,74.181,94.135,77.364,78.118,77.278,128.038,224.215,102.999,65.071,99.247,31.372,161.715,112.033,106.66, 
Axochiapan,33.957,64.299,41.024,36.36,36.723,55.677,69.572,116.29,68.054,167.372,69.736,54.689,31.794,55.16,92.434,34.17,37.456,179.412,85.394,56.897,63.367,7.2,70.28,35.21,153.011,21.775,15.211,84.366,10.954,66.685,5.584,58.567,98.29,89.582,38.914,79.694,31.979,80.221,37.158,42.987,50.147,76.785,33.709,60.582,59.224,62.043,49.019,123.198,12.409,46.385,13.121,72.067,75.845,75.9,84.017,7.737,76.385,73.056,92.595,30.743,36.267,18.782,54.319,93.261,54.659,156.764,97.081,42.827,85.675,31.131,133.118,100.283,91.419,67.583,83.524,70.949,72.106,25.199,37.074,70.934,140.268,162.52,84.443,55.085,58.177,84.591,64.398,28.591,71.457,78.031,126.247,94.835,83.879,65.105,71.085,47.882,23.837,79.813,101.655,88.593,63.822,54.342,32.583,55.872,84.877,74.138,56.31,19.583,16.559,52.668,49.165,83.105,81.993,86.961,63.685,60.314,143.497,0,117.682,63.882,67.264,80.6,70.886,81.812,65.698,71.642,38.203,94.544,128.943,118.345,145.519,53.281,92.778,101.924, 
Tres de Mayo,84.792,127.319,77.142,140.656,134.451,89.186,79.808,206.742,52.558,105.759,63.799,129.047,123.725,99.277,102.671,136.14,50.643,117.799,37.518,131.255,153.78,124.066,16.691,137.18,91.398,96.357,99.282,21.094,80.926,118.237,111.748,29.31,28.922,22.216,94.423,89.93,91.877,39.632,81.315,133.439,51.023,34.073,90.622,86.593,44.722,40.474,112.039,61.585,128.9,136.798,125.564,17.393,27.348,12.925,26.538,109.77,11.636,39.998,33.79,88.776,110.625,135.274,144.732,49.713,92.257,247.216,38.276,98.336,229.248,86.793,71.505,38.67,4.031,37.955,173.976,37.891,44.976,134.16,92.583,71.93,78.655,100.907,40.895,98.377,59.409,116.971,58.461,145.558,108.86,12.98,64.634,36.03,21.729,75.341,63.673,63.521,90.655,21.008,15.464,29.788,58.906,92.467,149.075,30.864,15.509,30.347,55.601,136.481,70.336,77.198,70.43,22.361,40.22,18.782,24.002,75.338,99.667,117.682,0,34.415,48.163,10.488,25.321,33.596,31.405,25.639,128.947,5.939,79.068,5.651,95.368,66.447,8.508,11.393, 
Tlaquiltenango,45.782,106.046,53.483,119.382,113.177,77.986,68.608,185.468,42.155,101.784,52.833,107.773,102.451,88.077,80.913,114.866,28.173,113.824,25.457,109.981,132.506,70.369,18.807,115.906,87.423,53.547,59.043,45.093,58.456,108.432,64.182,6.239,39.654,51.733,73.15,78.73,70.604,14.634,48.983,112.165,28.553,11.198,69.349,75.393,46.94,18.004,90.766,57.61,75.579,115.524,76.291,17.488,15.908,24.427,56.055,58.166,23.28,8.384,32.659,67.503,89.351,81.952,123.458,27.673,81.096,225.942,37.145,77.063,207.974,65.519,67.53,34.695,29.757,40.174,152.702,6.277,6.518,88.369,71.31,62.439,74.68,96.932,18.855,87.177,33.423,95.213,47.495,90.113,97.66,20.409,60.659,34.899,44.606,64.141,54.182,34.499,58.169,19.877,44.981,28.657,46.028,81.267,95.753,8.19,30.501,8.551,32.554,82.753,47.866,39.013,59.269,43.831,50.37,48.299,8.568,64.138,77.909,63.882,34.415,0,3.991,28.437,13.22,21.59,5.205,35.137,102.892,30.217,68.721,35.617,92.058,52.542,48.403,43.03, 
Jojutla,49.164,109.428,56.865,122.764,116.559,81.368,71.99,188.85,45.537,98.056,56.215,111.155,105.833,91.459,77.185,118.248,31.555,110.096,23.64,113.363,135.888,73.751,22.272,119.288,83.695,56.929,62.425,64.36,61.838,111.814,67.564,9.621,37.836,65.482,76.532,82.112,73.986,10.906,52.365,115.547,31.935,7.47,72.731,78.775,50.322,21.386,94.148,53.882,78.961,118.906,79.673,18.38,14.091,24.574,69.804,61.548,24.172,6.084,30.841,70.885,92.733,85.334,126.84,23.945,84.478,229.324,35.327,80.445,211.356,68.901,63.802,30.967,30.649,43.556,156.084,3.977,2.79,91.751,74.692,65.821,70.952,93.204,15.127,90.559,36.805,91.485,50.877,93.495,101.042,21.301,56.931,33.081,64.995,67.523,57.564,37.881,61.551,18.059,58.73,26.839,49.41,84.649,99.135,11.572,32.92,4.822,35.936,86.135,51.248,42.395,62.651,65.627,83.486,62.048,9.46,67.52,74.181,67.264,48.163,3.991,0,27.687,12.469,26.142,6.45,38.19,111.417,38.619,67.971,34.867,87.914,55.595,47.653,42.28, 
Xochitepec,90.292,132.819,82.642,146.156,139.951,94.686,85.308,212.242,58.058,100.227,69.299,134.547,129.225,104.777,97.139,141.64,44.891,112.267,27.405,136.755,159.28,87.087,10.939,142.68,85.866,101.857,104.782,26.593,75.174,123.737,117.248,23.558,19.908,27.716,99.923,95.43,97.377,34.1,86.815,138.939,45.271,26.473,96.122,92.093,50.221,34.722,117.539,56.053,92.297,142.298,131.064,7.885,19.748,7.173,32.038,74.884,6.97,32.398,23.677,94.276,116.125,98.67,150.232,44.181,97.757,252.716,28.163,103.836,234.748,92.293,65.973,33.138,13.917,43.454,179.476,30.291,39.444,139.66,98.083,77.43,73.123,95.375,35.363,103.877,50.141,111.439,63.961,106.831,114.36,5.526,59.102,25.183,27.228,80.841,69.173,51.217,96.155,10.282,20.963,19.675,64.406,97.967,112.471,25.112,6.495,22.747,49.272,141.981,64.584,82.698,75.93,27.86,45.72,24.281,16.474,80.838,94.135,80.6,10.488,28.437,27.687,0,15.567,26.88,23.553,38.177,134.353,13.948,71.202,8.081,88.652,71.853,22.172,16.799, 
Xoxocotla,52.786,147.652,60.487,160.989,154.784,109.519,100.141,227.075,72.891,91.595,84.132,149.38,144.058,119.61,80.368,156.473,35.177,103.635,19.145,151.588,174.113,77.373,17.744,157.513,77.234,60.551,66.047,41.426,65.46,138.57,71.186,13.792,26.244,42.549,114.756,110.263,112.21,11.506,55.987,153.772,35.557,11.255,110.955,106.926,65.054,25.008,132.372,47.421,82.583,157.131,83.295,16.553,5.011,23.698,46.871,65.17,21.804,17.18,19.25,109.109,130.958,88.956,165.065,27.128,112.59,267.549,23.736,118.669,249.581,107.126,57.341,24.506,28.75,58.287,194.309,15.073,13.886,95.373,112.916,92.263,64.491,86.743,18.31,118.71,40.427,94.668,78.794,97.117,129.193,15.963,50.47,21.489,42.061,95.674,84.006,41.503,65.173,6.467,35.796,15.248,79.239,112.8,102.757,15.398,21.328,7.529,39.558,89.757,54.87,46.017,90.763,42.693,60.553,39.114,7.633,95.671,77.364,70.886,25.321,13.22,12.469,15.567,0,13.126,8.333,51.44,147.616,26.401,60.257,22.649,76.833,85.116,35.435,30.062, 
Puente de Ixtla,63.712,156.018,105.841,169.355,163.15,117.885,108.507,235.441,81.257,75.972,92.498,157.746,152.424,127.976,81.122,164.839,46.103,88.012,3.821,159.954,182.479,88.299,31.469,165.879,61.611,71.477,127.981,49.793,76.386,146.936,140.447,24.717,36.249,50.915,123.122,118.629,120.576,18.083,110.014,162.138,46.483,23.745,119.321,115.292,73.421,35.934,140.738,31.798,93.509,165.497,94.221,26.532,8.693,27.712,55.237,76.096,28.326,28.568,24.435,117.475,139.324,99.882,173.431,19.908,120.956,275.915,20.686,127.035,257.947,115.492,41.718,8.883,36.566,66.654,202.675,27.983,23.427,162.859,121.282,100.629,48.868,71.12,11.211,127.076,51.353,95.422,87.16,146.211,137.559,24.173,34.847,29.044,50.428,104.04,92.372,52.429,119.354,16.472,44.163,20.433,87.605,121.166,113.683,26.324,31.165,15.9,50.484,100.683,65.796,56.943,99.129,51.06,68.919,47.481,20.905,104.037,78.118,81.812,33.596,21.59,26.142,26.88,13.126,0,16.7,61.4,157.577,36.362,47.597,32.61,65.064,95.077,45.395,40.023, 
Zacatepec de Hidalgo,47.598,107.862,55.299,121.198,114.993,79.802,70.424,187.284,43.971,92.003,54.649,109.589,104.267,89.893,80.282,116.682,29.989,104.043,20.034,111.797,134.322,72.185,18.356,117.722,76.724,55.363,60.859,47.601,60.272,110.248,65.998,8.603,34.23,48.723,74.966,80.546,72.42,11.374,50.799,113.981,30.369,7.938,71.165,77.209,48.756,19.82,92.582,46.911,77.395,117.34,78.107,14.478,10.485,20.672,53.045,59.982,20.27,11.106,27.235,69.319,91.167,83.768,125.274,27.042,82.912,227.758,31.721,78.879,209.79,67.335,56.831,23.932,26.747,41.99,154.518,8.999,7.966,90.185,73.126,64.255,64.899,87.151,18.224,88.993,35.239,94.582,49.311,91.929,99.476,17.399,50.878,29.475,48.236,65.957,55.998,36.315,59.985,14.453,41.971,23.233,47.844,83.083,97.569,10.21,29.314,4.212,34.37,84.569,49.682,40.829,47.174,48.868,66.728,45.289,5.558,65.954,77.278,65.698,31.405,5.205,6.45,23.553,8.333,16.7,0,36.953,104.708,34.483,63.835,30.731,80.411,54.358,43.517,38.144, 
Yautepec de Zaragoza,38.752,81.279,31.102,94.616,88.411,43.107,33.729,160.702,7.275,134.13,17.953,83.007,77.685,53.198,131.042,90.1,43.215,146.17,65.89,85.215,107.74,78.026,32.496,91.14,119.769,50.317,53.242,13.334,65.328,72.158,65.708,29.57,57.293,31.423,48.383,43.851,45.837,68.003,35.275,87.399,22.63,45.66,44.582,40.514,12.061,18.155,65.999,89.956,82.86,90.758,79.524,34.421,55.719,28.224,25.858,63.73,27.842,42.846,62.162,42.736,64.585,89.234,98.692,78.084,46.217,201.176,66.648,52.296,183.208,40.753,99.876,67.041,20.387,5.294,127.936,40.739,40.98,88.12,46.543,28.851,107.026,129.278,69.266,52.298,26.747,145.342,12.615,99.518,62.781,30.008,93.005,64.402,12.847,29.262,20.594,30.859,44.615,49.38,37.545,58.16,11.149,46.388,103.035,26.875,43.88,43.013,22.939,90.441,56.088,23.545,24.39,12.072,15.414,15.929,34.688,29.259,128.038,71.642,25.639,35.137,38.19,38.177,51.44,61.4,36.953,0,86.181,23.148,107.077,33.568,123.377,17.721,21.382,31.759, 
Izcar de Matamoros,60.931,47.44,52.873,13.898,7.693,67.526,81.422,79.984,79.904,230.307,81.586,15.446,11.55,67.009,128.861,9.456,79.558,242.347,162.066,26.246,25.699,40.943,141.238,10.496,215.946,51.537,43.391,96.216,57.099,48.514,49.24,97.325,153.47,101.432,50.763,91.544,43.829,164.179,57.454,6.681,74.484,118.887,45.559,72.431,71.074,101.028,60.869,186.133,34.071,8.717,26.672,141.94,151.895,137.472,95.867,47.262,136.183,115.157,158.338,42.593,20.005,43.037,16.651,174.26,66.508,120.458,162.824,54.676,102.49,42.98,196.053,163.218,103.269,79.433,47.218,113.05,114.207,17.167,48.923,82.784,203.203,225.455,165.442,66.934,70.027,121.018,76.248,65.018,83.306,137.527,189.182,160.578,95.729,76.955,82.935,69.133,45.835,145.556,113.505,154.336,75.672,66.191,56.838,94.63,140.057,116.24,68.16,19.487,57.308,64.518,61.015,94.955,93.843,98.811,102.443,72.163,224.215,38.203,128.947,102.892,111.417,134.353,147.616,157.577,104.708,86.181,0,106.007,203.316,129.808,219.616,64.744,104.241,113.387, 
Emiliano Zapata,61.654,104.181,54.004,117.518,111.313,66.009,56.631,183.604,30.178,109.092,40.856,105.909,100.587,76.1,106.003,113.002,47.35,121.132,40.851,108.117,130.642,100.928,13.398,114.042,94.731,73.219,76.144,11.336,88.23,95.06,88.61,26.017,29.16,23.832,71.285,66.753,68.739,42.964,58.177,110.301,42.581,37.405,67.484,63.416,34.963,38.011,88.901,64.918,105.762,113.66,102.426,15.323,30.68,9.126,28.154,86.632,8.744,43.33,37.123,65.638,87.487,112.136,121.594,53.045,69.119,224.078,41.609,75.198,206.11,63.655,74.838,42.003,2.65,28.196,150.838,41.223,48.308,111.022,69.445,50.835,81.988,104.24,44.227,75.2,49.65,120.303,35.518,122.42,85.683,10.91,67.967,39.363,11.97,52.164,42.578,53.762,67.517,24.341,24.142,33.121,34.051,69.29,125.937,27.571,15.747,33.679,45.842,113.343,67.043,46.448,47.292,12.602,41.836,9.023,21.932,52.161,102.999,94.544,5.939,30.217,38.619,13.948,26.401,36.362,34.483,23.148,106.007,0,79.387,7.858,95.687,39.866,8.21,16.843, 
Taxco de Alarcn,110.843,201.49,151.313,214.827,208.622,163.357,153.979,280.913,126.729,53.135,137.97,203.218,197.896,173.448,126.594,210.311,93.234,65.175,44.337,205.426,227.951,135.43,76.941,211.351,14.883,118.608,173.453,95.265,123.517,192.408,185.919,71.848,81.879,96.387,168.594,164.101,166.048,63.555,155.486,207.61,93.614,69.217,164.793,160.764,118.893,83.065,186.21,51.894,140.64,210.969,141.352,72.004,55.824,73.184,100.709,123.227,73.798,74.04,60.966,162.947,184.796,147.013,218.903,73.635,166.428,321.387,56.111,172.507,303.419,160.964,20.09,40.542,82.038,112.126,248.147,73.455,68.899,208.331,166.754,146.101,35.114,48.283,64.817,172.548,98.484,140.894,132.632,155.174,183.031,69.645,42.405,65.448,95.9,149.512,137.844,99.56,164.826,62.102,89.635,66.063,133.077,166.638,160.814,73.455,76.637,63.031,97.615,147.814,112.927,104.074,144.601,96.532,114.391,92.953,68.036,149.509,65.071,128.943,79.068,68.721,67.971,71.202,60.257,47.597,63.835,107.077,203.316,79.387,0,75.483,34.83,137.95,88.268,82.896, 
Temixco,85.455,127.982,77.805,141.319,135.114,89.849,80.471,207.405,53.221,105.34,64.462,129.71,124.388,99.94,102.251,136.803,49.052,117.38,34.772,131.918,154.443,124.729,15.1,137.843,90.979,97.02,99.945,21.756,79.335,118.9,112.411,27.719,20.208,22.879,95.086,90.593,92.54,39.212,81.978,134.102,49.432,33.653,91.285,87.256,45.384,38.883,112.702,61.166,129.563,137.461,126.227,16.973,26.928,10.828,27.201,110.433,8.934,39.578,31.044,89.439,111.288,135.937,145.395,49.293,92.92,247.879,35.53,98.999,229.911,87.456,71.086,38.251,10.509,38.617,174.639,37.471,44.556,134.823,93.246,72.593,78.236,100.488,40.475,99.04,60.071,116.551,59.124,146.221,109.523,12.56,64.215,32.55,22.391,76.004,64.336,64.183,91.318,17.649,16.126,27.042,59.569,93.13,149.738,29.273,6.795,29.927,56.263,137.144,68.745,77.861,71.093,23.023,40.883,19.444,23.582,76.001,99.247,118.345,5.651,35.617,34.867,8.081,22.649,32.61,30.731,33.568,129.808,7.858,75.483,0,94.594,68.442,18.761,13.388, 
Iguala de la Independencia,127.419,217.79,167.613,231.127,224.922,179.657,170.279,297.213,143.029,19.436,154.27,219.518,214.196,189.748,68.711,226.611,109.81,31.476,61.009,221.726,244.251,152.006,93.241,227.651,20.309,135.184,189.753,111.565,140.093,208.708,202.219,88.424,98.036,112.687,184.894,180.401,182.348,79.855,171.786,223.91,110.19,85.517,181.093,177.064,135.193,99.641,202.51,84.466,157.216,227.269,157.928,88.304,72.4,89.484,117.009,139.803,90.098,90.34,93.538,179.247,201.096,163.589,235.203,75.015,182.728,337.687,88.683,188.807,319.719,177.264,52.662,57.214,98.338,128.426,264.447,89.755,85.199,224.631,183.054,162.401,45.183,14.584,81.117,188.848,115.06,83.01,148.932,133.799,199.331,85.945,31.162,98.02,112.2,165.812,154.144,116.136,181.126,78.259,105.935,82.639,149.377,182.938,149.899,90.031,92.937,79.607,114.191,226.952,129.503,167.669,160.901,112.832,130.691,109.253,88.951,165.809,31.372,145.519,95.368,92.058,87.914,88.652,76.833,65.064,80.411,123.377,219.616,95.687,34.83,94.594,0,155.974,106.292,100.92, 
Cuautla,20.392,62.919,12.742,76.255,70.05,26.038,18.922,142.341,17.404,167.807,19.086,64.646,59.324,36.129,164.719,71.739,29.355,179.847,99.566,66.854,89.379,59.665,49.91,72.779,153.446,31.956,34.881,30.748,46.967,65.305,47.347,46.975,90.97,38.932,30.022,29.044,27.477,101.679,16.915,69.038,16.098,63.065,26.221,25.707,6.307,35.56,47.639,123.633,64.499,72.397,61.163,79.44,89.395,45.638,33.367,45.369,45.256,60.251,95.838,24.376,46.224,70.873,80.331,111.76,27.857,182.815,100.324,33.935,164.847,22.392,133.553,100.718,37.801,13.965,109.575,58.144,58.385,69.759,28.182,20.284,140.703,162.955,102.942,35.229,11.641,179.019,13.748,81.157,47.974,75.027,126.682,98.078,30.261,14.455,20.435,15.226,26.254,83.056,51.005,91.836,9.397,29.319,84.674,44.28,77.557,60.418,9.774,72.08,37.727,7.912,6.029,29.486,31.343,33.343,52.093,14.452,161.715,53.281,66.447,52.542,55.595,71.853,85.116,95.077,54.358,17.721,64.744,39.866,137.95,68.442,155.974,0,38.92,51.903, 
Jiutepec,59.888,102.415,52.238,115.752,109.547,64.243,54.865,181.838,28.411,118.125,39.09,104.143,98.821,74.334,115.037,111.236,52.206,130.165,49.885,106.351,128.876,99.162,18.254,112.276,103.764,71.453,74.378,9.57,86.464,93.294,86.844,30.873,41.288,18.19,69.519,64.987,66.973,51.998,56.411,108.535,40.815,46.439,65.718,61.65,33.197,36.245,87.135,73.951,103.996,111.894,100.66,20.179,39.714,13.982,22.512,84.866,13.6,52.364,46.157,63.872,85.721,110.37,119.828,62.079,67.353,222.312,50.643,73.432,204.344,61.889,83.871,51.036,6.334,26.43,149.072,50.257,57.342,109.256,67.679,49.069,91.021,113.273,53.261,73.434,47.884,129.337,33.752,120.654,83.917,15.766,77,48.397,10.204,50.398,40.812,51.996,65.751,33.375,21.54,42.155,32.285,67.524,124.171,32.427,27.875,42.713,44.076,111.577,77.224,44.682,45.526,10.836,36.194,7.257,26.788,50.395,112.033,92.778,8.508,48.403,47.653,22.172,35.435,45.395,43.517,21.382,104.241,8.21,88.268,18.761,106.292,38.92,0,16.133, 
Cuernavaca,69.034,111.561,61.384,124.898,118.693,73.428,64.05,190.984,36.8,112.753,48.041,113.289,107.967,83.519,109.664,120.382,57.636,124.793,44.512,115.497,138.022,108.308,23.684,121.422,98.392,80.599,83.524,19.947,95.61,102.479,95.99,36.303,35.915,11.392,78.665,74.172,76.119,46.625,65.557,117.681,64.805,41.066,74.864,70.835,45.799,46.623,96.281,68.579,113.142,121.04,109.806,24.386,34.341,19.918,15.713,94.012,18.629,46.991,40.784,73.018,94.867,119.516,128.974,56.706,76.499,231.458,45.27,82.578,213.49,71.035,78.499,45.664,14.4,41.846,158.218,44.884,51.969,118.402,76.825,56.172,85.649,107.901,47.888,82.619,60.348,123.964,42.703,129.8,93.102,19.973,71.628,43.024,20.582,59.583,47.915,68.874,74.897,28.002,4.551,36.782,43.148,76.709,133.317,37.857,22.502,37.34,58.481,120.723,86.37,61.44,54.672,21.214,24.462,17.635,30.995,59.58,106.66,101.924,11.393,43.03,42.28,16.799,30.062,40.023,38.144,31.759,113.387,16.843,82.896,13.388,100.92,51.903,16.133,0, 
